StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q.WhichPwdManager,Q.WhichPwdManager_17_TEXT,Q.WhichPwdManager_18_TEXT,Q.Generating.Nay,Q.Generating.Nay_3_TEXT,Q.Generating.Nay.FU,Q.WhyNay_1,Q.WhyNay_4,Q.WhyNay_5,Q.WhyNay_6,Q.WhyNay_7,Q.WhyNay_2,Q.WhyNay_2_TEXT,Q.Duration,Q.learningMore,Q.Consent,Q.Consent_6_TEXT,Q.Consent_11_TEXT,Q.Consent_12_TEXT,2.2_Id,2.2_Name,2.2_Size,2.2_Type,Q83_Id,Q83_Name,Q83_Size,Q83_Type,Q.KnewDash,Q.KnewDash.HowOften,Q.KnewDash.WilUse,Q.Generating.In,Q.Generating.In_3_TEXT,Q.Generating.In.Why,Q.Pwds.Total,Q.Pwds.R,Q.Pwds.W,Q.Pwds.RW.React,Q.Pwds.RW.React.Y_1,Q.Pwds.RW.React.Y_2,Q.Pwds.RW.React.Y_6,Q.Pwds.RW.React.Y_7,Q.Pwds.RW.React.Y_3,Q.Pwds.RW.React.Y_5,Q.Pwds.RW.React.Y_5_TEXT,Q.Pwds.RW.React.N_1,Q.Pwds.RW.React.N_2,Q.Pwds.RW.React.N_3,Q.Pwds.RW.React.N_3_TEXT,Q.Pwds.C,Q.Pwds.C.React,Q.Pwds.C.React.Y_1,Q.Pwds.C.React.Y_2,Q.Pwds.C.React.Y_6,Q.Pwds.C.React.Y_7,Q.Pwds.C.React.Y_3,Q.Pwds.C.React.Y_5,Q.Pwds.C.React.Y_5_TEXT,Q.Pwds.C.React.N_1,Q.Pwds.C.React.N_2,Q.Pwds.C.React.N_3,Q.Pwds.C.React.N_3_TEXT,Q.MPwd.How,Q.MPwd.How_3_TEXT,Q.MPwd.How_7_TEXT,Q.MPwd.Act_1,Q.MPwd.Act_2,Q.MPwd.Act_6,Q.MPwd.Act_3,Q.MPwd.Act_8,Q.MPwd.Act_9,Q.MPwd.Act_10,Q.MPwd.Act_11,Q.MPwd.Act_9_TEXT,Q.MPwd.Act_11_TEXT,Q.MPwd.Act.File,Q.MPwd.Act.Store,Q.Nudge.Recall.Weak,Q.Nudge.Recall.Comp,Q.age,Q.gender,Q.gender_4_TEXT,Q.bug.report,PROLIFIC_PID,SurveyID,UserAgent,Referer,ResponseID,STUDY_ID,SESSION_ID,RandomNumber
2021-03-29 05:06:15,2021-03-29 05:06:53,IP Address,100,37,True,2021-03-29 05:06:53,R_ddpaE17QW8GYEaB,anonymous,EN,1,I'm not using a password manager,,,,,,,I worry that if malicious software compromises my devices my passwords may be compromised.,"I don't trust the companies that make the browser I use, or third party password managers, with my passwords.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f0c002c47848351fd023d3d,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_ddpaE17QW8GYEaB,60543d99af1be61c04987fc8,60618a75b6a3a4005536ccf8,1623
2021-03-29 05:06:19,2021-03-29 05:06:54,IP Address,100,34,True,2021-03-29 05:06:54,R_ZdFXadtl9DJYNEJ,anonymous,EN,1,Bitwarden (Premium Edition),,,,,,,,,,,,,Less than 2 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fae5291ec402509e2885604,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_ZdFXadtl9DJYNEJ,60543d99af1be61c04987fc8,60618a78ac2b63db9a6c4e76,3226
2021-03-29 05:06:21,2021-03-29 05:07:20,IP Address,100,59,True,2021-03-29 05:07:21,R_uw75agFrVeh0UqR,anonymous,EN,1,LastPass,,,,,,,,,,,,,Between 2 months to 1 year,"Yes, I'll spend one more minute for a USD $0.25 bonus.","I am qualified and would like to participate, but I am not at a desktop computer right now. Please contact me later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947f262de49a9000165ccd3,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_uw75agFrVeh0UqR,60543d99af1be61c04987fc8,60618a7b45c2351a8eef00ff,2246
2021-03-29 05:06:09,2021-03-29 05:07:31,IP Address,100,82,True,2021-03-29 05:07:31,R_2BsWFPCv66a6Aln,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,Because of the situations I might need to remember it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f88b8b436fe8909b50543c2,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_2BsWFPCv66a6Aln,60543d99af1be61c04987fc8,60618a6faffcc0a1bc1beb4d,3025
2021-03-29 05:06:29,2021-03-29 05:07:47,IP Address,100,77,True,2021-03-29 05:07:47,R_33qim7rDu6wmffU,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,I have a personal password that i use for every site. I just change something everytime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3362db42d43d00010b1c94,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_33qim7rDu6wmffU,60543d99af1be61c04987fc8,60618a83df4783f82b454474,6795
2021-03-29 05:06:03,2021-03-29 05:07:52,IP Address,100,108,True,2021-03-29 05:07:52,R_2zGArv7ugavLXRN,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,"the generated ones mostly full of different random characters, that are hard to remember",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbff7dacc12be3fa78120dc,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_2zGArv7ugavLXRN,60543d99af1be61c04987fc8,60618a67d3e08b29393d91bd,3366
2021-03-29 05:07:00,2021-03-29 05:07:57,IP Address,100,57,True,2021-03-29 05:07:57,R_xyZI3A8In9gyGSB,anonymous,EN,1,Other Password Manager (please type the name below),,Password Depot,Create a password myself and let my password manager save it,,Preference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6012bfcef791c4044a1e48c8,SV_czLEHWBJoZM1foy,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,,R_xyZI3A8In9gyGSB,60543d99af1be61c04987fc8,60618aa1272f635740ed06a5,3079
2021-03-29 05:05:58,2021-03-29 05:08:09,IP Address,100,130,True,2021-03-29 05:08:09,R_27mzbKnMdeIcta8,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,If I need to login in that account from a device that is not synchonize with my google account is more easy for me to remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60265f7c7740d22b9bb5aaae,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_27mzbKnMdeIcta8,60543d99af1be61c04987fc8,60618a64e648a90c80670373,13638
2021-03-29 05:07:14,2021-03-29 05:08:17,IP Address,100,62,True,2021-03-29 05:08:17,R_8hVbL5W4KfO7xCN,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,I need to know the password to log in to the website from another device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601000c380f7d923c17143ef,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_8hVbL5W4KfO7xCN,60543d99af1be61c04987fc8,60618aae383ffeadf37b51ef,9871
2021-03-29 05:07:32,2021-03-29 05:08:25,IP Address,100,52,True,2021-03-29 05:08:25,R_1E5v6vyb6Qqxeu2,anonymous,EN,,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,So it is useable on all softwares and easy to type in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e8120bb6a6ee98099f8ff2e,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.77 Mobile/15E148 Safari/604.1",,R_1E5v6vyb6Qqxeu2,60543d99af1be61c04987fc8,60618abfeec9ae9a24908222,1427
2021-03-29 05:06:44,2021-03-29 05:08:27,IP Address,100,102,True,2021-03-29 05:08:27,R_yDdf2xaaOYMO6Zz,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,I prefer to create password for myself because i can create pretty hard password and easier to remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e73e8739d1b82365a98c36f,SV_czLEHWBJoZM1foy,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,,R_yDdf2xaaOYMO6Zz,60543d99af1be61c04987fc8,60618a92f14cd12e1d0670c7,2572
2021-03-29 05:07:11,2021-03-29 05:08:29,IP Address,100,77,True,2021-03-29 05:08:29,R_3DuSSrwG0ca58gy,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,I do this so that I can remember the password if I have to create it meaningfully.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605d5c887489dcb83c2102de,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_3DuSSrwG0ca58gy,60543d99af1be61c04987fc8,60618aa623cffa8a9707ea36,5821
2021-03-29 05:07:40,2021-03-29 05:08:37,IP Address,100,56,True,2021-03-29 05:08:37,R_1LBxMJEjw3ev91r,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,More easy to remember if I'm not on my own device for a next connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a2e53f04ed219000159a3dd,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_1LBxMJEjw3ev91r,60543d99af1be61c04987fc8,60618abe291f7c5bdd396402,1137
2021-03-29 05:07:06,2021-03-29 05:08:42,IP Address,100,95,True,2021-03-29 05:08:42,R_Ab04nNxLcT66Xjr,anonymous,EN,1,"The Password Manager Built into Apple's Safari Browser, MacOS, and iOS (Apple's Keychain)",,,Create a password myself and let my password manager save it,,So that I can memorize it. Passwords created by password managers are impossible to memorize.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f463b6fff834e000b9d679c,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_Ab04nNxLcT66Xjr,60543d99af1be61c04987fc8,60618aa8c8780bba2a1eda93,8358
2021-03-29 05:08:04,2021-03-29 05:08:44,IP Address,100,39,True,2021-03-29 05:08:44,R_28IJnQ1q0nQVLDz,anonymous,EN,1,"The Password Manager Built into Apple's Safari Browser, MacOS, and iOS (Apple's Keychain)",,,Create a password myself and let my password manager save it,,So I can remember it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c8566ba0d4ac0000196d065,SV_czLEHWBJoZM1foy,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,,R_28IJnQ1q0nQVLDz,60543d99af1be61c04987fc8,60618ae1186055a0c7930322,8523
2021-03-29 05:06:56,2021-03-29 05:08:52,IP Address,100,116,True,2021-03-29 05:08:52,R_SDx3RwQeke4DfZD,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,When i will log on my account on different device i remember my password.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e67d512d39ce507f183adb4,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_SDx3RwQeke4DfZD,60543d99af1be61c04987fc8,60618a9a469f291096fe5efe,2245
2021-03-29 05:07:57,2021-03-29 05:08:55,IP Address,100,58,True,2021-03-29 05:08:56,R_3gRUj2iDPYoqhTk,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I'm not using a password manager,,,,,,"I am concerned that other people may access the computer, tablet, phone, or other device on which my passwords are saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60512fdbba1a7d95abaab18c,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_3gRUj2iDPYoqhTk,60543d99af1be61c04987fc8,60618ad90be453c3f0b54e79,3032
2021-03-29 05:07:43,2021-03-29 05:09:04,IP Address,100,81,True,2021-03-29 05:09:04,R_WdPKFzBsUYqYdoJ,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,Create a password myself and let my password manager save it,,"I am more inclined to remember what i have chosen ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6060e43191846b1e5c04f4b5,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",,R_WdPKFzBsUYqYdoJ,60543d99af1be61c04987fc8,60618abeb6f58fcdc4d624c1,14837
2021-03-29 05:08:13,2021-03-29 05:09:05,IP Address,100,52,True,2021-03-29 05:09:05,R_1gBky7u5pmvEDC5,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I'm not using a password manager,,,,,,,I worry that if malicious software compromises my devices my passwords may be compromised.,"I don't trust the companies that make the browser I use, or third party password managers, with my passwords.",I don't see any benefit in having my passwords saved and automatically entered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e78aaf472b4824255a232b2,SV_czLEHWBJoZM1foy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,R_1gBky7u5pmvEDC5,60543d99af1be61c04987fc8,60618ae845c2351a8eef0102,2113
2021-03-29 05:08:34,2021-03-29 05:09:31,IP Address,100,57,True,2021-03-29 05:09:31,R_1Gwx1TqybgADzgE,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,KeePassXC,,,,,,,,,,,,,Between 2 months to 1 year,"Yes, I'll spend one more minute for a USD $0.25 bonus.",I am not comfortable uploading the screenshot of aggregate statistics or answering questions about my password manager.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a227930e473b80001baaa59,SV_czLEHWBJoZM1foy,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,,R_1Gwx1TqybgADzgE,60543d99af1be61c04987fc8,60618afd472251e273fdc21d,4744
